iso3,research_share,production_share,n_studies_fractional,n_production_cells,fao_area_name,wb_region,wb_income_group,research_share_pct,production_share_pct,labelled_in_figure,plot_group,clipped_to_left_edge
LBN,0.0011137786798010047,0.00012510555790528702,2.25,15,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.11137786798010046,0.012510555790528703,False,log-log scatter,False
MMR,0.0010725276175861526,0.006725349285621784,2.1666666666666665,20,Myanmar,East Asia & Pacific,Lower middle income,0.10725276175861526,0.6725349285621784,True,log-log scatter,False
MLI,0.0009900254931564487,0.0018210136487219202,2.0,16,Mali,Sub-Saharan Africa ,Low income,0.09900254931564487,0.18210136487219203,False,log-log scatter,False
AZE,0.0009900254931564487,0.0006564430723078301,2.0,15,Azerbaijan,Europe & Central Asia,Upper middle income,0.09900254931564487,0.06564430723078302,False,log-log scatter,False
KHM,0.0009900254931564487,0.003779345507392465,2.0,12,Cambodia,East Asia & Pacific,Lower middle income,0.09900254931564487,0.37793455073924653,False,log-log scatter,False
MKD,0.0009900254931564487,0.00010754882240812249,2.0,17,North Macedonia,Europe & Central Asia,Upper middle income,0.09900254931564487,0.010754882240812249,False,log-log scatter,False
SWZ,0.0009900254931564487,0.0007846419013345651,2.0,11,Eswatini,Sub-Saharan Africa ,Lower middle income,0.09900254931564487,0.07846419013345651,False,log-log scatter,False
CMR,0.0009900254931564487,0.0030995798768603676,2.0,18,Cameroon,Sub-Saharan Africa ,Lower middle income,0.09900254931564487,0.3099579876860368,False,log-log scatter,False
CHL,0.0009900254931564487,0.0007770922629002886,2.0,15,Chile,Latin America & Caribbean ,High income,0.09900254931564487,0.07770922629002887,False,log-log scatter,False
PRK,0.0009900254931564487,0.0009019092754418177,2.0,12,Democratic People's Republic of Korea,East Asia & Pacific,Low income,0.09900254931564487,0.09019092754418177,False,log-log scatter,False
SSD,0.0009900254931564487,0.00035197535047519257,2.0,9,South Sudan,Sub-Saharan Africa ,Low income,0.09900254931564487,0.035197535047519254,False,log-log scatter,False
NOR,0.0009900254931564487,0.00021077190148168244,2.0,6,Norway,Europe & Central Asia,High income,0.09900254931564487,0.021077190148168244,False,log-log scatter,False
PRT,0.0009900254931564487,0.0002098958832515171,2.0,11,Portugal,Europe & Central Asia,High income,0.09900254931564487,0.02098958832515171,False,log-log scatter,False
MNG,0.0008250212442970405,9.645299539771338e-05,1.6666666666666665,5,Mongolia,East Asia & Pacific,Upper middle income,0.08250212442970405,0.009645299539771338,False,log-log scatter,False
CHE,0.0007425191198673365,0.0003724694604362491,1.5,11,Switzerland,Europe & Central Asia,High income,0.07425191198673366,0.037246946043624905,False,log-log scatter,False
MDG,0.0006600169954376324,0.001706964340064256,1.3333333333333333,17,Madagascar,Sub-Saharan Africa ,Low income,0.06600169954376324,0.17069643400642562,False,log-log scatter,False
HND,0.0006187659332227804,0.0013103609873984666,1.25,15,Honduras,Latin America & Caribbean ,Lower middle income,0.06187659332227804,0.13103609873984665,False,log-log scatter,False
BIH,0.0005400139053580629,0.00028224593458061405,1.0909090909090908,12,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,0.05400139053580629,0.028224593458061404,False,log-log scatter,False
ROU,0.0005400139053580629,0.004454194166913009,1.0909090909090908,13,Romania,Europe & Central Asia,High income,0.05400139053580629,0.4454194166913009,True,log-log scatter,False
LUX,0.0004950127465782243,2.4807709309345683e-05,1.0,13,Luxembourg,Europe & Central Asia,High income,0.04950127465782243,0.0024807709309345683,False,log-log scatter,False
LTU,0.0004950127465782243,0.0010341452649241115,1.0,12,Lithuania,Europe & Central Asia,High income,0.04950127465782243,0.10341452649241115,False,log-log scatter,False
NZL,0.0004950127465782243,0.00020994425546418105,1.0,10,New Zealand,East Asia & Pacific,High income,0.04950127465782243,0.020994425546418106,False,log-log scatter,False
MRT,0.0004950127465782243,6.719389954054148e-05,1.0,12,Mauritania,Sub-Saharan Africa ,Lower middle income,0.04950127465782243,0.006719389954054148,False,log-log scatter,False
LVA,0.0004950127465782243,0.0004953764978804194,1.0,13,Latvia,Europe & Central Asia,High income,0.04950127465782243,0.04953764978804193,False,log-log scatter,False
MDA,0.0004950127465782243,0.000634654561225576,1.0,14,Republic of Moldova,Europe & Central Asia,Upper middle income,0.04950127465782243,0.0634654561225576,False,log-log scatter,False
PAN,0.0004950127465782243,0.000513647671527376,1.0,13,Panama,Latin America & Caribbean ,High income,0.04950127465782243,0.0513647671527376,False,log-log scatter,False
LAO,0.0004950127465782243,0.0014020439376432662,1.0,12,Lao People's Democratic Republic,East Asia & Pacific,Lower middle income,0.04950127465782243,0.1402043937643266,False,log-log scatter,False
ISR,0.0004950127465782243,0.00013431745936443184,1.0,15,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.04950127465782243,0.013431745936443184,False,log-log scatter,False
KGZ,0.0004950127465782243,0.0005255985944880007,1.0,16,Kyrgyzstan,Europe & Central Asia,Lower middle income,0.04950127465782243,0.05255985944880007,False,log-log scatter,False
