iso3,log_studies_value,log_studies_lisa_I,log_studies_lisa_p,log_studies_lisa_cat_raw,log_studies_lisa_cat_fdr,log_studies_value_missing,log_studies_getis_z,log_studies_getis_p,log_studies_getis_sig_fdr,research_intensity_per_mha_value,research_intensity_per_mha_lisa_I,research_intensity_per_mha_lisa_p,research_intensity_per_mha_lisa_cat_raw,research_intensity_per_mha_lisa_cat_fdr,research_intensity_per_mha_value_missing,research_intensity_per_mha_getis_z,research_intensity_per_mha_getis_p,research_intensity_per_mha_getis_sig_fdr,citation_weighted_value,citation_weighted_lisa_I,citation_weighted_lisa_p,citation_weighted_lisa_cat_raw,citation_weighted_lisa_cat_fdr,citation_weighted_value_missing,citation_weighted_getis_z,citation_weighted_getis_p,citation_weighted_getis_sig_fdr,evidence_gap_value,evidence_gap_lisa_I,evidence_gap_lisa_p,evidence_gap_lisa_cat_raw,evidence_gap_lisa_cat_fdr,evidence_gap_value_missing,evidence_gap_getis_z,evidence_gap_getis_p,evidence_gap_getis_sig_fdr,cell_coverage_pct_value,cell_coverage_pct_lisa_I,cell_coverage_pct_lisa_p,cell_coverage_pct_lisa_cat_raw,cell_coverage_pct_lisa_cat_fdr,cell_coverage_pct_value_missing,cell_coverage_pct_getis_z,cell_coverage_pct_getis_p,cell_coverage_pct_getis_sig_fdr,wb_region,wb_income_group,n_studies_fractional,need_rank_pct,evidence_gap
CHL,1.0986122886681098,-0.03580543454847698,0.0624,Not significant,Not significant,False,0.5640748399194148,0.0624,False,3.490664566682864,-0.010818721122610932,0.3358,Not significant,Not significant,False,-0.14667302392458698,0.3358,False,81.0,-0.02720427486135615,0.0993,Not significant,Not significant,False,0.14831445831630427,0.0993,False,38.254284575528104,0.47509042378879596,0.1213,Not significant,Not significant,False,0.5515004260588082,0.1213,False,13.333333333333334,-0.062498818612915896,0.0941,Not significant,Not significant,False,0.4708747549946978,0.0941,False,Latin America & Caribbean ,High income,2.0,0.20207253886010362,38.254284575528104
CHN,5.534612155232998,1.1360065265982466,0.1817,Not significant,Not significant,False,0.7684081054698075,0.1817,False,1.8751324354971601,0.015219991791713228,0.4879,Not significant,Not significant,False,-0.11879397103940026,0.4879,False,8392.535714285714,-0.568539140123587,0.303,Not significant,Not significant,False,0.89931180495109,0.303,False,44.05207918161287,-0.27370115084239993,0.2796,Not significant,Not significant,False,-0.038915278597155184,0.2796,False,50.0,0.5486201268160195,0.2055,Not significant,Not significant,False,0.5200200578977079,0.2056,False,East Asia & Pacific,Upper middle income,252.3095238095238,0.5492227979274611,44.05207918161287
CIV,0.6931471805599453,0.034167406338707386,0.4285,Not significant,Not significant,False,-0.13309967198393294,0.4284,False,0.09582835776528423,0.08682124051237679,0.1299,Not significant,Not significant,False,-0.26783975245176017,0.1299,False,14.0,0.03139767841756416,0.3331,Not significant,Not significant,False,-0.16642967881099702,0.3331,False,-33.91656702537532,0.6712127573163164,0.0331,Low-Low,Not significant,False,-0.7683384852490409,0.0331,False,6.25,0.04359836202939148,0.4551,Not significant,Not significant,False,-0.1470247077106566,0.4551,False,Sub-Saharan Africa ,Lower middle income,1.0,0.8186528497409327,-33.91656702537532
CMR,1.0986122886681098,0.022606652681486317,0.147,Not significant,Not significant,False,-0.36871631037934305,0.147,False,0.3445087136933463,0.10494166113640067,0.0093,Low-Low,Not significant,False,-0.3343130079259201,0.0092,False,2.0,0.033292224571338944,0.3195,Not significant,Not significant,False,-0.1690514699434667,0.3194,False,-19.776803507373444,0.5639182526532954,0.0042,Low-Low,Low-Low,False,-0.9905287746871682,0.0042,True,5.555555555555555,0.17161853639352473,0.2114,Not significant,Not significant,False,-0.3641412392616145,0.2114,False,Sub-Saharan Africa ,Lower middle income,2.0,0.7823834196891192,-19.776803507373444
COD,0.0,0.022541775650678712,0.498,Not significant,Not significant,False,-0.14853995565419242,0.498,False,0.0,0.07784648372144516,0.2169,Not significant,Not significant,False,-0.24050495206458447,0.2169,False,0.0,0.02987031284608861,0.4302,Not significant,Not significant,False,-0.15391703652222022,0.4302,False,-75.84429387538196,2.068308691493527,0.005,Low-Low,Low-Low,False,-1.1727955397176186,0.005,True,0.0,0.2023536516679542,0.2905,Not significant,Not significant,False,-0.33356623090676213,0.2903,False,Sub-Saharan Africa ,Low income,0.0,0.9481865284974094,-75.84429387538196
COG,0.0,0.6593420028976754,0.0151,Low-Low,Not significant,False,-0.7674880793148843,0.0131,False,0.0,0.12144838608364711,0.0046,Low-Low,Low-Low,False,-0.34698267481348805,0.0045,True,0.0,0.04255267095509031,0.0063,Low-Low,Not significant,False,-0.2067146226182471,0.0051,True,-58.745848279527024,1.934693271026951,0.0011,Low-Low,Low-Low,False,-1.2907452511037372,0.0011,True,0.0,0.5835457096717379,0.0035,Low-Low,Low-Low,False,-0.7493863445327555,0.0033,True,Sub-Saharan Africa ,Lower middle income,0.0,0.7772020725388601,-58.745848279527024
COK,0.0,0.6024511943866643,0.0283,Low-Low,Not significant,False,-0.7121921518406433,0.0275,False,0.0,0.10946952147838639,0.0325,Low-Low,Not significant,False,-0.3177297717247616,0.0323,False,0.0,0.0423807844661497,0.0141,Low-Low,Not significant,False,-0.2059990465699612,0.0138,False,18.45622425933307,-0.09358850230643705,0.3114,Not significant,Not significant,False,-0.0997611576102377,0.3114,False,0.0,0.4617760244760848,0.0431,Low-Low,Not significant,False,-0.6165549193466743,0.0431,False,,,0.0,0.0051813471502590676,18.45622425933307
COL,2.463853240590168,-0.3602943140919685,0.1908,Not significant,Not significant,False,-0.17649806122638495,0.1907,False,2.854362006811384,0.0009893020071057373,0.4155,Not significant,Not significant,False,-0.05818608610913835,0.4155,False,53.75,0.03237265654833529,0.0526,Not significant,Not significant,False,-0.19523559017699438,0.0526,False,16.274744254018863,0.0043573427416319825,0.4995,Not significant,Not significant,False,0.06913757217125423,0.4995,False,21.73913043478261,-0.11514609630832578,0.1963,Not significant,Not significant,False,-0.26706278611720397,0.1963,False,Latin America & Caribbean ,Upper middle income,10.75,0.6321243523316062,16.274744254018863
COM,0.0,-0.13031300879690902,0.344,Not significant,Not significant,False,2.9686720790259534e-05,0.344,False,0.0,0.09027379710704136,0.1237,Not significant,Not significant,False,-0.2708529863818289,0.1237,False,0.0,0.0321444665872668,0.3694,Not significant,Not significant,False,-0.1633845051832915,0.3694,False,-50.97382755413844,0.6524667668979457,0.1125,Not significant,Not significant,False,-0.6083183379781143,0.1125,False,0.0,0.19703268194704437,0.2949,Not significant,Not significant,False,-0.32776189635284747,0.2949,False,Sub-Saharan Africa ,Lower middle income,0.0,0.6994818652849741,-50.97382755413844
CPV,0.0,0.12615755929304037,0.3815,Not significant,Not significant,False,-0.24925096693056975,0.3815,False,0.0,0.03870534558470032,0.4992,Not significant,Not significant,False,-0.14492060760227135,0.4992,False,0.0,0.03854198621314263,0.1458,Not significant,Not significant,False,-0.19001784815824313,0.1456,False,-37.50232496346486,0.6783245342646197,0.0451,Low-Low,Not significant,False,-0.7274217634757753,0.0451,False,0.0,0.10599677033921995,0.4087,Not significant,Not significant,False,-0.22845614662908034,0.4086,False,Sub-Saharan Africa ,Upper middle income,0.0,0.5647668393782384,-37.50232496346486
CRI,1.3862943611198906,-0.09937314176840618,0.0496,High-Low,Not significant,False,-0.49850153773551825,0.0496,False,8.430276833430655,-0.16090036381638614,0.1464,Not significant,Not significant,False,-0.123138645278254,0.1464,False,35.0,0.03639096440384386,0.015,Low-Low,Not significant,False,-0.20179503728628165,0.015,False,15.13086222930783,-0.2522748751716585,0.0566,Not significant,Not significant,False,-0.49939267740358145,0.0566,False,13.333333333333334,0.061792106296061494,0.0569,Not significant,Not significant,False,-0.49698311744200513,0.0569,False,Latin America & Caribbean ,High income,3.0,0.49740932642487046,15.13086222930783
CUB,0.6931471805599453,0.3185186931954327,0.0028,Low-Low,Low-Low,False,-0.8113789261482748,0.0001,True,1.061015612632537,0.07978685540629782,0.0025,Low-Low,Low-Low,False,-0.3348767465418233,0.0001,True,1.0,0.04243807996246324,0.0028,Low-Low,Low-Low,False,-0.2068338852929614,0.0001,True,-5.937292413976351,0.08526214494517677,0.1011,Not significant,Not significant,False,-0.46771068467096577,0.1011,False,6.666666666666667,0.3537716080416794,0.0001,Low-Low,Low-Low,False,-0.7413009534344723,0.0028,True,Latin America & Caribbean ,Upper middle income,1.0,0.538860103626943,-5.937292413976351
CYP,1.3862943611198906,-0.04566882477125438,0.2603,Not significant,Not significant,False,-0.2164316160441059,0.2602,False,102.53605851391073,3.2489050645711126,0.0886,Not significant,Not significant,False,1.9197589557081105,0.0886,False,9.0,0.03781908614276042,0.1195,Not significant,Not significant,False,-0.19186641961631498,0.1195,False,34.819981400292285,-0.2850097902096006,0.2219,Not significant,Not significant,False,-0.13905766347903295,0.2219,False,11.764705882352942,0.032832041606073656,0.3749,Not significant,Not significant,False,-0.17567402694280873,0.3749,False,Europe & Central Asia,High income,3.0,0.3005181347150259,34.819981400292285
CZE,2.6917565616161094,0.5161862398260967,0.1359,Not significant,Not significant,False,0.5503817300183054,0.1359,False,7.360204109159803,-0.03384809885542289,0.4081,Not significant,Not significant,False,0.01762437307900862,0.4081,False,125.68181818181819,-0.015277770325745526,0.1148,Not significant,Not significant,False,0.11443401049172405,0.1148,False,55.615783180550025,1.6330600334498766,0.002,High-High,High-High,False,1.171531470343233,0.002,True,31.25,0.7863276157680548,0.0192,High-High,Not significant,False,0.9592979973781743,0.0192,False,Europe & Central Asia,High income,13.757575757575758,0.27461139896373055,55.615783180550025
DEU,3.6298811133519804,0.6167054830656644,0.1993,Not significant,Not significant,False,0.551332861059341,0.1993,False,4.5623083934045905,0.2348521718248385,0.0343,High-High,Not significant,False,1.109974029228979,0.0343,False,1688.7083333333335,-0.16346875102971248,0.4907,Not significant,Not significant,False,0.0547475593227671,0.4907,False,78.80961870599175,2.7993804380789142,0.0002,High-High,High-High,False,1.4590069300497253,0.0002,True,78.57142857142857,2.516921649748093,0.0378,High-High,Not significant,False,1.1339453790665392,0.0378,False,Europe & Central Asia,High income,36.708333333333336,0.16062176165803108,78.80961870599175
DJI,0.0,0.22241286395510057,0.279,Not significant,Not significant,False,-0.3428078434262532,0.2789,False,0.0,0.0873078886331681,0.1452,Not significant,Not significant,False,-0.26361011019820935,0.1452,False,0.0,0.02555643943614846,0.4757,Not significant,Not significant,False,-0.13595806542148975,0.4757,False,-5.896107346884548,0.20419822760120857,0.0011,Low-Low,Low-Low,False,-1.0940670919756295,0.0011,True,0.0,0.15229812889978056,0.3549,Not significant,Not significant,False,-0.2789635897235508,0.3548,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.0,0.24870466321243523,-5.896107346884548
DMA,0.0,0.7816947949946764,0.0026,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,-11.595589212169521,-0.03504336609112754,0.4016,Not significant,Not significant,False,0.05086374387408531,0.4016,False,0.0,0.6206060486443279,0.0026,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,Latin America & Caribbean ,Upper middle income,0.0,0.30569948186528495,-11.595589212169521
DNK,2.0583881324820035,0.5510351100497163,0.0334,High-High,Not significant,False,0.8012900025052537,0.0334,False,4.16948869865173,0.1857126275100413,0.0343,High-High,Not significant,False,1.160289728494552,0.0343,False,258.8333333333333,0.0009752701835430134,0.1351,Not significant,Not significant,False,0.09332722758262477,0.1351,False,66.06881891855986,2.7371090478751117,0.0001,High-High,High-High,False,1.605332992431475,0.0001,True,33.333333333333336,1.1713736368117633,0.0043,High-High,High-High,False,1.2410505598489927,0.0043,True,Europe & Central Asia,High income,6.833333333333333,0.08290155440414508,66.06881891855986
DOM,0.0,0.7044987780281359,0.0054,Low-Low,Low-Low,False,-0.8113789261482748,0.0054,True,0.0,0.11649109089665571,0.0101,Low-Low,Not significant,False,-0.3348767465418233,0.0101,False,0.0,0.04258131870324708,0.0053,Low-Low,Not significant,False,-0.2068338852929614,0.0032,True,-12.631858642221339,0.1143336360631338,0.2022,Not significant,Not significant,False,-0.3366387293031303,0.2022,False,0.0,0.5761336418772198,0.0054,Low-Low,Low-Low,False,-0.7413009534344723,0.0054,True,Latin America & Caribbean ,Upper middle income,0.0,0.3160621761658031,-12.631858642221339
DZA,1.9459101490553132,0.008865530716043015,0.4604,Not significant,Not significant,False,0.09699947254016499,0.4604,False,1.9767273302320678,0.02193173954231243,0.3195,Not significant,Not significant,False,-0.17576784063559409,0.3195,False,80.0,0.012072512081577272,0.3333,Not significant,Not significant,False,-0.09423004325019645,0.3333,False,25.403215092334264,-0.13942463871485442,0.2996,Not significant,Not significant,False,-0.08650849377243351,0.2996,False,11.764705882352942,0.008977222389626057,0.4991,Not significant,Not significant,False,-0.06781191683439274,0.4991,False,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,6.0,0.48186528497409326,25.403215092334264
ECU,1.6094379124341003,0.021507745523344213,0.4106,Not significant,Not significant,False,0.1032148869994936,0.4107,False,2.0758841527937926,-0.0039631362609040465,0.2814,Not significant,Not significant,False,0.016498577047065068,0.2814,False,8.0,0.03614766010853114,0.1852,Not significant,Not significant,False,-0.18411434575988456,0.1852,False,-12.111066826092738,0.000682973640826354,0.4856,Not significant,Not significant,False,-0.048731880841887565,0.4856,False,23.80952380952381,-0.05360595466396457,0.4268,Not significant,Not significant,False,-0.04875722646355746,0.4268,False,Latin America & Caribbean ,Upper middle income,4.0,0.8082901554404145,-12.111066826092738
EGY,2.6210388241125804,-0.5195963475377373,0.1161,Not significant,Not significant,False,-0.2500053124746594,0.1155,False,3.152927519166832,0.04551521548262441,0.0022,High-High,High-High,False,1.9543738183442674,0.0022,True,247.75,2.373517221346965e-05,0.0877,Not significant,Not significant,False,-0.16783499066138066,0.0876,False,17.79726318586421,-0.05544163049008647,0.377,Not significant,Not significant,False,-0.0374355148453944,0.377,False,36.8421052631579,-0.5624162172519493,0.0802,Not significant,Not significant,False,-0.2905716899184122,0.0802,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,12.75,0.6476683937823834,17.79726318586421
ERI,0.0,0.09287239669695024,0.4207,Not significant,Not significant,False,-0.21689892298790925,0.4207,False,0.0,0.00437778171873978,0.3394,Not significant,Not significant,False,-0.061091218746669236,0.3394,False,0.0,0.0226415310611972,0.4168,Not significant,Not significant,False,-0.12382308826930825,0.4168,False,-60.81838713963066,1.011787998862187,0.0562,Not significant,Not significant,False,-0.770304815386974,0.0562,False,0.0,-0.12060073080747362,0.3205,Not significant,Not significant,False,0.018725809804149108,0.3203,False,Sub-Saharan Africa ,Low income,0.0,0.7979274611398963,-60.81838713963066
ESP,3.1780538303479458,0.6343246702115224,0.1563,Not significant,Not significant,False,0.5765280453814474,0.1563,False,3.2623953363292713,0.031222465412007818,0.035,High-High,Not significant,False,0.8188591282823676,0.035,False,692.0,-0.02989128376031143,0.3126,Not significant,Not significant,False,-0.0164963356239024,0.3126,False,46.18838846818121,1.3517378099734287,0.0021,High-High,High-High,False,1.1338802611204633,0.0021,True,27.272727272727273,0.2822882813269192,0.1347,Not significant,Not significant,False,0.49137992254632157,0.1347,False,Europe & Central Asia,High income,23.0,0.46632124352331605,46.18838846818121
EST,0.6931471805599453,-0.1349449950077193,0.1769,Not significant,Not significant,False,0.2702937317286769,0.1769,False,2.063046707377455,-0.0020013945689055343,0.3021,Not significant,Not significant,False,0.0003039110777426686,0.3021,False,83.0,0.015335306425119478,0.4263,Not significant,Not significant,False,-0.11564266263952895,0.4263,False,21.523847482396707,0.5398490953457398,0.0075,High-High,High-High,False,0.9100647396295544,0.0075,True,21.428571428571427,0.2108610352926545,0.0601,Not significant,Not significant,False,0.6452264988712225,0.0601,False,Europe & Central Asia,High income,1.0,0.26424870466321243,21.523847482396707
ETH,3.700066643504501,-0.16704615580713705,0.4532,Not significant,Not significant,False,0.1988297994729448,0.4532,False,3.2649063582648536,-0.0069904782353558135,0.2577,Not significant,Not significant,False,-0.17589331919941664,0.2577,False,578.0333333333333,-0.03123845525915492,0.4198,Not significant,Not significant,False,-0.05827830995756648,0.4198,False,8.327354855852263,-0.17162466091188447,0.0219,High-Low,Not significant,False,-0.6685973922320475,0.0219,False,50.0,-0.15892965145159077,0.4717,Not significant,Not significant,False,0.1730832762259193,0.4717,False,Sub-Saharan Africa ,Low income,39.45,0.8808290155440415,8.327354855852263
FIN,1.890850371872286,0.01142994868601335,0.4538,Not significant,Not significant,False,0.09607505917238685,0.4538,False,5.500297260509724,0.014670925716287276,0.2683,Not significant,Not significant,False,0.0849870884765814,0.2683,False,213.125,0.004078031936495045,0.4555,Not significant,Not significant,False,-0.12518367661667407,0.4555,False,50.80244453301447,1.0702572410763418,0.0203,High-High,Not significant,False,0.8817235016721007,0.0203,False,38.46153846153846,0.451471343727471,0.168,Not significant,Not significant,False,0.49968945910212476,0.168,False,Europe & Central Asia,High income,5.625,0.21761658031088082,50.80244453301447
FJI,0.0,0.7044987780281359,0.0052,Low-Low,Low-Low,False,-0.8113789261482748,0.0052,True,0.0,0.072596058488549,0.2634,Not significant,Not significant,False,-0.2276831876007751,0.2634,False,0.0,0.04223754572536585,0.0219,Low-Low,Not significant,False,-0.20540273319638966,0.0215,False,-41.64740268367211,0.45103761341616194,0.1534,Not significant,Not significant,False,-0.5087929393384961,0.1533,False,0.0,0.5538974384936658,0.0093,Low-Low,Not significant,False,-0.7170447801396227,0.0088,False,East Asia & Pacific,Upper middle income,0.0,0.6062176165803109,-41.64740268367211
FRA,2.741991434530243,0.5618580599391226,0.1273,Not significant,Not significant,False,0.5765280453814474,0.1273,False,1.217042751738871,-0.08285151200847349,0.0798,Not significant,Not significant,False,0.3119247341179497,0.0798,False,315.9940476190476,-0.0015968911363443662,0.2393,Not significant,Not significant,False,-0.0160789162624023,0.2393,False,61.80151454762854,1.6822444488653407,0.0033,High-High,High-High,False,1.1240987719139086,0.0033,True,62.5,0.4262301572830545,0.286,Not significant,Not significant,False,0.49537819286964835,0.286,False,Europe & Central Asia,High income,14.517857142857142,0.24352331606217617,61.80151454762854
FRO,0.0,-0.31629035984431475,0.1898,Not significant,Not significant,False,0.18079333527006988,0.1898,False,0.0,-0.17821804481209694,0.0563,Not significant,Not significant,False,0.38481565088826053,0.0563,False,0.0,0.019985407344595425,0.367,Not significant,Not significant,False,-0.11276545061204613,0.367,False,,-8.084334070123431e-18,0.0004,Low-High,Low-High,True,1.1868608195818133,0.0004,True,0.0,-0.8616223936809906,0.0111,Low-High,Not significant,False,0.8270629867878573,0.0111,False,Europe & Central Asia,High income,0.0,,
FSM,0.0,0.49603558772939593,0.0663,Not significant,Not significant,False,-0.6087598079900765,0.0659,False,0.0,0.11432447010609526,0.019,Low-Low,Not significant,False,-0.3295857652923608,0.0186,False,0.0,0.04092929855954007,0.0655,Not significant,Not significant,False,-0.19995640438443596,0.0651,False,-21.95828351268766,0.35462901031567384,0.0663,Not significant,Not significant,False,-0.6029911884717752,0.0663,False,0.0,0.4538345232676726,0.0485,Low-Low,Not significant,False,-0.6078920003127993,0.0481,False,East Asia & Pacific,Upper middle income,0.0,0.40932642487046633,-21.95828351268766
GAB,0.0,0.6593420028976754,0.0168,Low-Low,Not significant,False,-0.7674880793148843,0.0144,False,0.0,0.12144838608364711,0.0043,Low-Low,Low-Low,False,-0.34698267481348805,0.0041,True,0.0,0.04255267095509031,0.0074,Low-Low,Not significant,False,-0.2067146226182471,0.0061,False,-40.611133253620295,1.426684455120152,0.0004,Low-Low,Low-Low,False,-1.2907452511037372,0.0004,True,0.0,0.5835457096717379,0.0035,Low-Low,Low-Low,False,-0.7493863445327555,0.0033,True,Sub-Saharan Africa ,Upper middle income,0.0,0.5958549222797928,-40.611133253620295
GBR,2.987364023883474,0.09443872624509621,0.3978,Not significant,Not significant,False,0.25582523351872843,0.3978,False,4.6691056091031715,0.21279914604974473,0.0347,High-High,Not significant,False,0.9478825095136338,0.0347,False,178.33333333333334,0.007021656752652643,0.4584,Not significant,Not significant,False,-0.11246729392526034,0.4584,False,81.97688322040655,2.5384258940705866,0.0014,High-High,High-High,False,1.321689870034628,0.0014,True,85.71428571428571,1.5281343888422385,0.1412,Not significant,Not significant,False,0.8790405009911066,0.1412,False,Europe & Central Asia,High income,18.833333333333332,0.07253886010362694,81.97688322040655
GEO,0.4054651081081644,-0.028147343244489417,0.4286,Not significant,Not significant,False,-0.04086822871054355,0.4286,False,2.840554021656384,-0.004456480120459082,0.1262,Not significant,Not significant,False,0.22545557987422785,0.1262,False,0.5,0.03609128077594159,0.235,Not significant,Not significant,False,-0.1800594148195979,0.235,False,-20.381294008237013,0.13152447122728364,0.2761,Not significant,Not significant,False,-0.2852633383013176,0.2761,False,9.090909090909092,-0.0019602501882498738,0.4454,Not significant,Not significant,False,-0.041508419573970244,0.4454,False,Europe & Central Asia,Upper middle income,0.5,0.6217616580310881,-20.381294008237013
GHA,2.3108838958087405,0.07605597012109162,0.3854,Not significant,Not significant,False,0.1993046735304405,0.3854,False,1.3567040112265984,0.057677194237757426,0.046,Low-Low,Not significant,False,-0.2858276450537799,0.046,False,154.58333333333334,0.010040834439958271,0.4975,Not significant,Not significant,False,-0.12217726335825074,0.4975,False,10.078384482529572,-0.20207428642760483,0.0271,High-Low,Not significant,False,-0.6383048725815937,0.0271,False,18.75,0.030034550174483386,0.2954,Not significant,Not significant,False,0.1801788400335227,0.2954,False,Sub-Saharan Africa ,Lower middle income,9.083333333333332,0.6735751295336787,10.078384482529572
GIN,0.4054651081081644,0.1119356388580081,0.335,Not significant,Not significant,False,-0.24925096693056975,0.335,False,0.10066569823580546,0.05595037495006535,0.3724,Not significant,Not significant,False,-0.19010476909702176,0.3724,False,4.0,0.0377227819220743,0.1524,Not significant,Not significant,False,-0.18870595873638568,0.152,False,-27.635180018599712,0.6809607037267225,0.011,Low-Low,Not significant,False,-0.899575973511141,0.011,False,7.142857142857143,0.09036133157152913,0.3361,Not significant,Not significant,False,-0.2436162549383613,0.3361,False,Sub-Saharan Africa ,Lower middle income,0.5,0.694300518134715,-27.635180018599712
GMB,0.0,0.12615755929304037,0.3818,Not significant,Not significant,False,-0.24925096693056975,0.3818,False,0.0,0.03870534558470032,0.4984,Not significant,Not significant,False,-0.14492060760227135,0.4984,False,0.0,0.03854198621314263,0.1433,Not significant,Not significant,False,-0.19001784815824313,0.1431,False,-61.33652185465657,0.9355512767206453,0.0722,Not significant,Not significant,False,-0.7274217634757753,0.0722,False,0.0,0.10599677033921995,0.411,Not significant,Not significant,False,-0.22845614662908034,0.4108,False,Sub-Saharan Africa ,Low income,0.0,0.8031088082901554,-61.33652185465657
GNB,0.6931471805599453,0.11431608651238755,0.2238,Not significant,Not significant,False,-0.3242828651792283,0.2239,False,3.0035604205224873,-0.0005414231696866032,0.2193,Not significant,Not significant,False,-0.19172386198672808,0.2193,False,1.0,0.03850063849274726,0.1401,Not significant,Not significant,False,-0.19037563618238607,0.14,False,-34.952836455427125,0.8439549661858513,0.0118,Low-Low,Not significant,False,-0.9131145578026751,0.0118,False,8.333333333333334,0.10045616993504136,0.2746,Not significant,Not significant,False,-0.2890965798662044,0.2746,False,Sub-Saharan Africa ,Low income,1.0,0.8290155440414507,-34.952836455427125
GNQ,0.0,0.24906859973109818,0.2533,Not significant,Not significant,False,-0.36871631037934305,0.2532,False,0.0,0.11626024377245134,0.0118,Low-Low,Not significant,False,-0.3343130079259201,0.0118,False,0.0,0.03350571208718261,0.3259,Not significant,Not significant,False,-0.1690514699434667,0.3259,False,-18.331340507506308,0.5264842991219721,0.004,Low-Low,Low-Low,False,-0.9905287746871682,0.004,True,0.0,0.2303824794623501,0.2552,Not significant,Not significant,False,-0.3641412392616145,0.2552,False,Sub-Saharan Africa ,Upper middle income,0.0,0.37305699481865284,-18.331340507506308
GRC,2.0794415416798357,-0.06086482919369577,0.4449,Not significant,Not significant,False,0.022385660119480975,0.4449,False,5.995747130906518,0.17677703402344286,0.0577,Not significant,Not significant,False,0.47834423923586356,0.0577,False,48.0,0.03108252880080675,0.1456,Not significant,Not significant,False,-0.18431085812162973,0.1456,False,42.22930782516275,0.5192073752407507,0.1222,Not significant,Not significant,False,0.5620995474400649,0.1222,False,15.0,-0.0026362294148892526,0.3558,Not significant,Not significant,False,0.08454817743073534,0.3558,False,Europe & Central Asia,High income,7.0,0.32642487046632124,42.22930782516275
GRD,0.0,0.7816947949946764,0.0029,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,-1.751029626677294,0.002487550388012606,0.4467,Not significant,Not significant,False,-0.046951148191463433,0.4467,False,0.0,0.6206060486443279,0.0029,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,Latin America & Caribbean ,Upper middle income,0.0,0.20725388601036268,-1.751029626677294
GTM,0.6931471805599453,0.18735282386164537,0.0843,Not significant,Not significant,False,-0.49850153773551825,0.0843,False,0.4645389112192743,0.02786081369876428,0.465,Not significant,Not significant,False,-0.123138645278254,0.465,False,2.0,0.041094007858528715,0.048,Low-Low,Not significant,False,-0.20179503728628165,0.048,False,-27.698950445064433,0.33832288160565455,0.1291,Not significant,Not significant,False,-0.49939267740358145,0.1291,False,5.882352941176471,0.24291409998919308,0.09,Not significant,Not significant,False,-0.49698311744200513,0.09,False,Latin America & Caribbean ,Upper middle income,1.0,0.7564766839378239,-27.698950445064433
GUY,0.0,0.736538019864216,0.005,Low-Low,Low-Low,False,-0.8425199775635428,0.0035,True,0.0,0.12107226208623134,0.0052,Low-Low,Low-Low,False,-0.34606416381863836,0.0051,True,0.0,0.04259564257732547,0.0038,Low-Low,Low-Low,False,-0.20689351663031857,0.0029,True,11.202338248970374,-0.04763922099335177,0.3417,Not significant,Not significant,False,-0.10164221322688285,0.3417,False,0.0,0.58549625382819,0.0029,Low-Low,Low-Low,False,-0.7515140790323037,0.0029,True,Latin America & Caribbean ,High income,0.0,0.07772020725388601,11.202338248970374
HKG,0.0,-0.48849048510703696,0.0993,Not significant,Not significant,False,0.34816598977786645,0.0993,False,0.0,-0.06580141337948134,0.1666,Not significant,Not significant,False,0.11028939708828228,0.1666,False,0.0,0.008920214619043342,0.2548,Not significant,Not significant,False,-0.06670024250364229,0.2548,False,12.238607679022188,0.06810442560221801,0.3101,Not significant,Not significant,False,0.2312895824743788,0.3101,False,0.0,-0.07014165389863952,0.3741,Not significant,Not significant,False,-0.03631704498031729,0.3741,False,East Asia & Pacific,High income,0.0,0.06735751295336788,12.238607679022188
HND,0.8109302162163288,0.14508267712538822,0.0792,Not significant,Not significant,False,-0.49850153773551825,0.0781,False,1.0202680742121777,0.02424291296714472,0.4854,Not significant,Not significant,False,-0.123138645278254,0.4854,False,5.25,0.040642002891433576,0.0453,Low-Low,Not significant,False,-0.20179503728628165,0.045,False,-18.17457154244719,0.24372810792580454,0.1059,Not significant,Not significant,False,-0.49939267740358145,0.1059,False,13.333333333333334,0.061792106296061494,0.0601,Not significant,Not significant,False,-0.49698311744200513,0.06,False,Latin America & Caribbean ,Lower middle income,1.25,0.7202072538860104,-18.17457154244719
