iso3,log_studies_value,log_studies_lisa_I,log_studies_lisa_p,log_studies_lisa_cat_raw,log_studies_lisa_cat_fdr,log_studies_value_missing,log_studies_getis_z,log_studies_getis_p,log_studies_getis_sig_fdr,research_intensity_per_mha_value,research_intensity_per_mha_lisa_I,research_intensity_per_mha_lisa_p,research_intensity_per_mha_lisa_cat_raw,research_intensity_per_mha_lisa_cat_fdr,research_intensity_per_mha_value_missing,research_intensity_per_mha_getis_z,research_intensity_per_mha_getis_p,research_intensity_per_mha_getis_sig_fdr,citation_weighted_value,citation_weighted_lisa_I,citation_weighted_lisa_p,citation_weighted_lisa_cat_raw,citation_weighted_lisa_cat_fdr,citation_weighted_value_missing,citation_weighted_getis_z,citation_weighted_getis_p,citation_weighted_getis_sig_fdr,evidence_gap_value,evidence_gap_lisa_I,evidence_gap_lisa_p,evidence_gap_lisa_cat_raw,evidence_gap_lisa_cat_fdr,evidence_gap_value_missing,evidence_gap_getis_z,evidence_gap_getis_p,evidence_gap_getis_sig_fdr,cell_coverage_pct_value,cell_coverage_pct_lisa_I,cell_coverage_pct_lisa_p,cell_coverage_pct_lisa_cat_raw,cell_coverage_pct_lisa_cat_fdr,cell_coverage_pct_value_missing,cell_coverage_pct_getis_z,cell_coverage_pct_getis_p,cell_coverage_pct_getis_sig_fdr,wb_region,wb_income_group,n_studies_fractional,need_rank_pct,evidence_gap
HRV,1.4087672169719492,0.005072737402726218,0.4483,Not significant,Not significant,False,0.05000401477533318,0.4483,False,4.485520081541478,0.06389339865889643,0.0891,Not significant,Not significant,False,0.33516587457852415,0.0891,False,21.18181818181818,0.021238116521949978,0.4296,Not significant,Not significant,False,-0.12371502905797621,0.4296,False,43.355918692706254,0.9442271255074668,0.0174,High-High,Not significant,False,0.8777306476165019,0.0174,False,6.25,-0.16956150630219527,0.1888,Not significant,Not significant,False,0.24251788484591638,0.1888,False,Europe & Central Asia,High income,3.090909090909091,0.22797927461139897,43.355918692706254
HTI,0.0,0.7044987780281359,0.0059,Low-Low,Low-Low,False,-0.8113789261482748,0.0059,True,0.0,0.11649109089665571,0.0105,Low-Low,Not significant,False,-0.3348767465418233,0.0105,False,0.0,0.04258131870324708,0.006,Low-Low,Not significant,False,-0.2068338852929614,0.0038,True,-72.73548558522651,0.13626203056689767,0.4147,Not significant,Not significant,False,-0.3366387293031303,0.4147,False,0.0,0.5761336418772198,0.0054,Low-Low,Low-Low,False,-0.7413009534344723,0.0054,True,Latin America & Caribbean ,Lower middle income,0.0,0.917098445595855,-72.73548558522651
HUN,2.8385466900315786,-0.1917225725257777,0.3824,Not significant,Not significant,False,0.05000401477533318,0.3824,False,4.8008058844318535,-0.012826811112418277,0.3999,Not significant,Not significant,False,-0.0206901348319829,0.3999,False,551.1818181818182,-0.046987063611145165,0.1567,Not significant,Not significant,False,-0.12371502905797621,0.1567,False,45.71808157300385,0.8910078538896689,0.0305,High-High,Not significant,False,0.8112165210119288,0.0305,False,22.22222222222222,0.05261437323901527,0.3143,Not significant,Not significant,False,0.1813678681362114,0.3143,False,Europe & Central Asia,High income,16.09090909090909,0.42487046632124353,45.71808157300385
IDN,3.580040674079785,-0.14099936460994283,0.4588,Not significant,Not significant,False,0.194386563294263,0.4591,False,1.1001916645870546,0.04636946142582811,0.2588,Not significant,Not significant,False,-0.2112151652462841,0.2588,False,161.52083333333334,0.013582353625214105,0.1343,Not significant,Not significant,False,-0.17258313589844432,0.1343,False,43.06363757140958,0.11838021449913398,0.394,Not significant,Not significant,False,0.25166517691387924,0.3939,False,38.46153846153846,-0.410040026506015,0.2086,Not significant,Not significant,False,-0.13506624465270642,0.2086,False,East Asia & Pacific,Upper middle income,34.875,0.5129533678756477,43.06363757140958
IND,5.682193967911914,3.141418397251352,0.0176,High-High,Not significant,False,1.2800237565064359,0.0176,False,1.7274850036669638,-0.009608991586677202,0.2595,Not significant,Not significant,False,0.03453827956684188,0.2595,False,3491.3190476190475,0.17743714658502072,0.1406,Not significant,Not significant,False,0.44327717708974057,0.1406,False,25.393915238474833,0.07046001520372833,0.3947,Not significant,Not significant,False,0.18627466753098224,0.3947,False,95.45454545454545,1.1896566938740196,0.2042,Not significant,Not significant,False,0.8334602193051802,0.2042,False,South Asia,Lower middle income,292.59285714285716,0.7409326424870466,25.393915238474833
IRL,0.6931471805599453,-0.03546922352451277,0.3832,Not significant,Not significant,False,0.03300853131722681,0.3832,False,3.3222812111708384,0.04059619823035256,0.0351,High-High,Not significant,False,0.8774358310655619,0.0351,False,6.0,0.026835048669389402,0.4828,Not significant,Not significant,False,-0.1433364495638153,0.4828,False,42.249236083432976,1.2198278461208445,0.0028,High-High,High-High,False,1.106707785719485,0.0028,True,7.6923076923076925,-0.32027303616186986,0.0374,Low-High,Not significant,False,0.6364787680426103,0.0374,False,Europe & Central Asia,High income,1.0,0.05699481865284974,42.249236083432976
IRN,3.9219733362813143,-1.369585220056365,0.0323,High-Low,Not significant,False,-0.26790983282300207,0.0323,False,5.425924554525018,-0.08819975812088811,0.0383,High-Low,Not significant,False,-0.22173537316721348,0.0384,False,663.5,-0.06480875888462387,0.1463,Not significant,Not significant,False,-0.11136411418415294,0.146,False,21.78291483990965,-0.3844912591117821,0.0461,High-Low,Not significant,False,-0.5029842395942958,0.0461,False,63.1578947368421,-1.6795052202031193,0.0103,High-Low,Not significant,False,-0.2493687371389257,0.0112,False,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,49.5,0.7616580310880829,21.78291483990965
IRQ,1.791759469228055,-0.2915532776566811,0.0489,High-Low,Not significant,False,-0.4656821868490544,0.0488,False,2.3315271148209953,-0.019719836152026705,0.1288,Not significant,Not significant,False,0.2094881027983936,0.1288,False,138.0,0.01777838340672139,0.097,Not significant,Not significant,False,-0.1800594148195979,0.097,False,-4.098578450910054,0.0539434740348736,0.125,Not significant,Not significant,False,-0.4145244641288625,0.125,False,11.11111111111111,0.12812082019965143,0.0522,Not significant,Not significant,False,-0.525123128280374,0.0522,False,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,5.0,0.7461139896373057,-4.098578450910054
ISL,0.0,-0.31629035984431475,0.1926,Not significant,Not significant,False,0.18079333527006988,0.1926,False,0.0,-0.17821804481209694,0.0567,Not significant,Not significant,False,0.38481565088826053,0.0567,False,0.0,0.019985407344595425,0.3689,Not significant,Not significant,False,-0.11276545061204613,0.3689,False,9.129799388866747,0.31171127157962064,0.0004,High-High,High-High,False,1.1868608195818133,0.0004,True,0.0,-0.8616223936809906,0.011,Low-High,Not significant,False,0.8270629867878573,0.011,False,Europe & Central Asia,High income,0.0,0.09844559585492228,9.129799388866747
ISR,0.6931471805599453,0.07305079995747178,0.3244,Not significant,Not significant,False,-0.2258504364156864,0.3243,False,8.196990065248041,1.3367929108479153,0.0035,High-High,High-High,False,1.9557908751212316,0.0035,True,45.0,0.027858444055612493,0.3079,Not significant,Not significant,False,-0.16589697219727306,0.3077,False,29.295868207785308,-0.215563851252618,0.2457,Not significant,Not significant,False,-0.13312857617536739,0.2457,False,6.666666666666667,0.09821949351857549,0.3259,Not significant,Not significant,False,-0.2522724689265443,0.3259,False,"Middle East, North Africa, Afghanistan & Pakistan",High income,1.0,0.18652849740932642,29.295868207785308
ITA,2.8258332367585934,-0.4022382222099476,0.2256,Not significant,Not significant,False,-0.096914527920747,0.2256,False,4.428807923925494,0.07227706758987468,0.0714,Not significant,Not significant,False,0.38860081611246994,0.0714,False,257.875,-0.001640792245817216,0.0748,Not significant,Not significant,False,-0.16849680815553397,0.0748,False,65.41251494619371,1.4199023521944258,0.0188,High-High,Not significant,False,0.9568654033716864,0.0188,False,26.31578947368421,0.011013686503829773,0.4335,Not significant,Not significant,False,0.09589763478613954,0.4335,False,Europe & Central Asia,High income,15.875,0.22279792746113988,65.41251494619371
JAM,0.0,0.6141852277672151,0.0259,Low-Low,Not significant,False,-0.7235972324814937,0.0259,False,0.0,0.10943216373039784,0.0312,Low-Low,Not significant,False,-0.31763854249582096,0.0312,False,0.0,0.04243091802542404,0.014,Low-Low,Not significant,False,-0.20620775625071125,0.0138,False,-39.05672910854257,0.375217316777075,0.1813,Not significant,Not significant,False,-0.45929358780501744,0.1813,False,0.0,0.48718882834300353,0.0313,Low-Low,Not significant,False,-0.6442762602550739,0.031,False,Latin America & Caribbean ,Upper middle income,0.0,0.5803108808290155,-39.05672910854257
JOR,0.0,0.19443919502438267,0.3084,Not significant,Not significant,False,-0.31561839035173744,0.3076,False,0.0,-0.8158386792164858,0.0015,Low-High,Low-High,False,1.9419126914051372,0.0015,True,0.0,0.03589206950864148,0.2423,Not significant,Not significant,False,-0.17898605074716906,0.2422,False,-45.27434568885346,0.061047675688993316,0.437,Not significant,Not significant,False,-0.21579971648984478,0.437,False,0.0,0.29947763775737707,0.1767,Not significant,Not significant,False,-0.4395131048867871,0.1767,False,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.0,0.6424870466321243,-45.27434568885346
JPN,2.3978952727983707,0.8358572199173789,0.0229,High-High,Not significant,False,0.9068152544588907,0.0229,False,4.572058940789277,0.09390496551243213,0.0571,Not significant,Not significant,False,0.45734077417775637,0.0571,False,48.0,-0.17348221904298447,0.046,Low-High,Not significant,False,0.871801881316988,0.046,False,67.31898498737877,1.2017245558861633,0.0436,High-High,Not significant,False,0.8376716872044265,0.0436,False,16.666666666666668,0.02048177784185116,0.1983,Not significant,Not significant,False,0.30676786768048836,0.1983,False,East Asia & Pacific,High income,10.0,0.11398963730569948,67.31898498737877
KAZ,2.970414465569701,-0.5624765827047062,0.1566,Not significant,Not significant,False,-0.16027314896628164,0.1558,False,1.0811511592617005,0.05598445830149511,0.1484,Not significant,Not significant,False,-0.24656873721495803,0.1484,False,88.5,0.025132306655117533,0.1288,Not significant,Not significant,False,-0.18172909226559827,0.1288,False,48.30344094592799,-0.9486841812402932,0.0322,High-Low,Not significant,False,-0.46336168408528206,0.0322,False,38.888888888888886,-0.5655732110799505,0.1086,Not significant,Not significant,False,-0.23893658004849375,0.1086,False,Europe & Central Asia,Upper middle income,18.5,0.40414507772020725,48.30344094592799
KEN,3.131864447878571,0.6950247974753962,0.1257,Not significant,Not significant,False,0.6151588049754382,0.1257,False,4.567088177532045,-0.02744841808371846,0.4254,Not significant,Not significant,False,-0.09946397149213568,0.4254,False,642.5833333333334,-0.020816739499320988,0.2834,Not significant,Not significant,False,-0.007359110988290023,0.2834,False,-7.686993490102296,0.1629074547599581,0.0276,Low-Low,Not significant,False,-0.693347067998787,0.0276,False,45.45454545454545,0.3705324832122053,0.2535,Not significant,Not significant,False,0.42719556788624863,0.2535,False,Sub-Saharan Africa ,Lower middle income,21.916666666666664,0.9948186528497409,-7.686993490102296
KGZ,0.6931471805599453,-0.08235554716451847,0.2767,Not significant,Not significant,False,0.14484913868917426,0.2767,False,1.3309992929731755,0.046243106216484337,0.1802,Not significant,Not significant,False,-0.23182308068897317,0.1802,False,1.0,0.004468399818629704,0.237,Not significant,Not significant,False,-0.04812309320564261,0.237,False,-4.901022983924534,0.06317088355858332,0.1281,Not significant,Not significant,False,-0.4140228492977572,0.1281,False,12.5,-0.004530141521983485,0.428,Not significant,Not significant,False,0.003625152900002452,0.428,False,Europe & Central Asia,Lower middle income,1.0,0.5284974093264249,-4.901022983924534
KHM,1.0986122886681098,-0.025970000337131583,0.1247,Not significant,Not significant,False,0.4070113548299372,0.1247,False,0.45788042663283474,0.06447875154535034,0.2304,Not significant,Not significant,False,-0.2286760769789989,0.2304,False,30.0,0.014563987906424549,0.3146,Not significant,Not significant,False,-0.09496549641093471,0.3146,False,-7.859705061777603,-0.06398753666080613,0.245,Not significant,Not significant,False,0.22407134505477241,0.245,False,8.333333333333334,-0.028548219965695187,0.3813,Not significant,Not significant,False,0.015135443826939479,0.3813,False,East Asia & Pacific,Lower middle income,2.0,0.6632124352331606,-7.859705061777603
KIR,0.0,0.2753714570410279,0.2289,Not significant,Not significant,False,-0.394281791486782,0.2287,False,0.0,0.1158350660736323,0.013,Low-Low,Not significant,False,-0.33327470568034845,0.0128,False,0.0,-0.01760616778671705,0.1552,Not significant,Not significant,False,0.04373103114807697,0.1552,False,1.3577786634781468,0.005373746671540046,0.3145,Not significant,Not significant,False,0.17295679376513445,0.3145,False,0.0,0.11234997130594977,0.4003,Not significant,Not significant,False,-0.23538648185618025,0.401,False,East Asia & Pacific,Lower middle income,0.0,0.17616580310880828,1.3577786634781468
KNA,0.0,0.7816947949946764,0.0033,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,14.311146539125815,0.026865544190536116,0.4321,Not significant,Not significant,False,0.1154215726373475,0.4321,False,0.0,0.6206060486443279,0.0033,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,Latin America & Caribbean ,High income,0.0,0.046632124352331605,14.311146539125815
KOR,2.772588722239781,0.7480887080174801,0.0752,Not significant,Not significant,False,0.7041961363006926,0.0752,False,16.622005185622367,0.4054109067680217,0.1225,Not significant,Not significant,False,0.44697381339835823,0.1225,False,123.0,-0.10705503025591392,0.0467,Low-High,Not significant,False,0.8696949073970353,0.0467,False,66.97754749568222,0.7228208911212674,0.1464,Not significant,Not significant,False,0.6051681968387725,0.1464,False,31.25,0.06601316160609103,0.382,Not significant,Not significant,False,0.18548700120624018,0.382,False,East Asia & Pacific,High income,15.0,0.19689119170984457,66.97754749568222
KWT,0.0,-0.00903743762472902,0.4684,Not significant,Not significant,False,-0.11784603632568512,0.4684,False,0.0,-0.01633775037182083,0.2748,Not significant,Not significant,False,-0.01050299752155901,0.2748,False,0.0,0.016497544006508776,0.3252,Not significant,Not significant,False,-0.09824521996557838,0.3252,False,-17.8132057924804,-0.10390226891519694,0.2989,Not significant,Not significant,False,0.11830084176789238,0.2989,False,0.0,-0.2083752178478185,0.249,Not significant,Not significant,False,0.1144738622838187,0.2489,False,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.0,0.36787564766839376,-17.8132057924804
LAO,0.6931471805599453,-0.22746041085629254,0.0759,Not significant,Not significant,False,0.4909760010236015,0.0759,False,0.7605864121237474,0.05872413883395182,0.2153,Not significant,Not significant,False,-0.23003487472079687,0.2153,False,41.0,0.007046388788327604,0.2566,Not significant,Not significant,False,-0.05982276159511684,0.2566,False,-34.43470174040123,-0.2689605981831952,0.24,Not significant,Not significant,False,0.12103464259741666,0.24,False,8.333333333333334,-0.0753001095752811,0.2868,Not significant,Not significant,False,0.12539077698534684,0.2868,False,East Asia & Pacific,Lower middle income,1.0,0.8238341968911918,-34.43470174040123
LBN,1.1786549963416462,-0.001690469099486573,0.281,Not significant,Not significant,False,-0.2164316160441059,0.2809,False,22.667649938948465,4.288850066126375,0.0161,High-High,Not significant,False,1.9197589557081105,0.0161,False,26.25,0.03553012218330569,0.1068,Not significant,Not significant,False,-0.19186641961631498,0.1067,False,10.49422080510164,-0.05538050171960074,0.3083,Not significant,Not significant,False,-0.13905766347903295,0.3083,False,13.333333333333334,0.020530052044992506,0.3683,Not significant,Not significant,False,-0.17567402694280873,0.3683,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2.25,0.5181347150259067,10.49422080510164
LBR,0.0,0.17039009417431208,0.3338,Not significant,Not significant,False,-0.29224348373270376,0.3337,False,0.0,0.07593637591154018,0.2357,Not significant,Not significant,False,-0.23584038655746362,0.2357,False,0.0,0.037551251589387706,0.1841,Not significant,Not significant,False,-0.1858933473243731,0.1841,False,-68.07227314999335,1.3778771219237627,0.0263,Low-Low,Not significant,False,-0.914965516529454,0.0263,False,0.0,0.2616501940240983,0.2199,Not significant,Not significant,False,-0.3982493596930277,0.2198,False,Sub-Saharan Africa ,Low income,0.0,0.8704663212435233,-68.07227314999335
LBY,0.0,-0.0659971420926877,0.4082,Not significant,Not significant,False,-0.06248314432873233,0.4082,False,0.0,0.05986400934299153,0.3599,Not significant,Not significant,False,-0.19659097543800239,0.3599,False,0.0,0.028250282687823317,0.4691,Not significant,Not significant,False,-0.14717273226712577,0.4691,False,-30.248438953102163,0.139954049663619,0.3285,Not significant,Not significant,False,-0.2646620171878198,0.3285,False,0.0,0.006797415354179567,0.4673,Not significant,Not significant,False,-0.12024537414468799,0.4673,False,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.0,0.49222797927461137,-30.248438953102163
LCA,0.0,0.7816947949946764,0.0033,Low-Low,Low-Low,False,-0.8864108243969333,0.0001,True,0.0,0.12383193799472729,0.0001,Low-Low,Low-Low,False,-0.35280341119873404,0.0001,True,0.0,0.04260996645140386,0.0001,Low-Low,Low-Low,False,-0.20695314796767572,0.0001,True,-4.859837916832735,-0.011193976746056716,0.4274,Not significant,Not significant,False,0.05086374387408531,0.4274,False,0.0,0.6206060486443279,0.0033,Low-Low,Low-Low,False,-0.7898133000241716,0.0001,True,Latin America & Caribbean ,Upper middle income,0.0,0.23834196891191708,-4.859837916832735
LKA,2.740840023925201,1.128429450906162,0.017,High-High,Not significant,False,0.9867529342378459,0.017,False,11.302537115583174,-0.22858491697517744,0.2008,Not significant,Not significant,False,-0.059587608770895605,0.2008,False,149.5,-0.029527923252607294,0.0763,Not significant,Not significant,False,0.29796355879532965,0.0763,False,41.343164607413314,0.2457000513480285,0.2842,Not significant,Not significant,False,0.3501321682598651,0.2842,False,14.285714285714286,-0.04674862229087354,0.0476,Low-High,Not significant,False,0.6394108329463835,0.0476,False,South Asia,Upper middle income,14.5,0.44041450777202074,41.343164607413314
LSO,0.0,-0.05339015391898644,0.421,Not significant,Not significant,False,-0.07473670728498162,0.421,False,0.0,-0.03290455670058128,0.2314,Not significant,Not significant,False,0.029953856779314954,0.2314,False,0.0,0.026529030486070776,0.4989,Not significant,Not significant,False,-0.1400070332280407,0.4989,False,-49.41942340906071,0.45934722764981056,0.1886,Not significant,Not significant,False,-0.4888437175054353,0.1886,False,0.0,0.1496161306846589,0.3605,Not significant,Not significant,False,-0.276037954786672,0.3605,False,Sub-Saharan Africa ,Lower middle income,0.0,0.6839378238341969,-49.41942340906071
LTU,0.6931471805599453,-0.03007644503827557,0.3981,Not significant,Not significant,False,0.020144830892471592,0.3981,False,0.5771979119288339,0.03419976891896117,0.4822,Not significant,Not significant,False,-0.1442027818421395,0.4822,False,1.0,0.02328422992759242,0.435,Not significant,Not significant,False,-0.126772038602642,0.435,False,18.933173907267175,0.36365108101841204,0.0331,High-High,Not significant,False,0.7072066857822285,0.0331,False,7.142857142857143,-0.25033470669002084,0.0915,Not significant,Not significant,False,0.4454697776195197,0.0915,False,Europe & Central Asia,High income,1.0,0.29015544041450775,18.933173907267175
LUX,0.6931471805599453,-0.22402105144016907,0.0779,Not significant,Not significant,False,0.4827719019130993,0.0779,False,33.325927571650745,2.263418662248614,0.0372,High-High,Not significant,False,1.056064468899422,0.0372,False,2.5,-0.023753298908660878,0.133,Not significant,Not significant,False,0.07062756516200036,0.133,False,44.83990965856251,1.8168625003527836,0.0002,High-High,High-High,False,1.4984739849610962,0.0002,True,7.142857142857143,-0.5982243566999991,0.0021,Low-High,Low-High,False,1.1491054873758204,0.0021,True,Europe & Central Asia,High income,1.0,0.031088082901554404,44.83990965856251
LVA,0.6931471805599453,-0.1349449950077193,0.1827,Not significant,Not significant,False,0.2702937317286769,0.1827,False,1.0961546893497611,-0.008336281451272295,0.2814,Not significant,Not significant,False,0.0003039110777426686,0.2814,False,46.0,0.01791302494119109,0.4072,Not significant,Not significant,False,-0.11564266263952895,0.4072,False,16.860635047163544,0.43004838203132617,0.008,High-High,High-High,False,0.9100647396295544,0.008,True,7.142857142857143,-0.34909788041732376,0.0345,Low-High,Not significant,False,0.6452264988712225,0.0345,False,Europe & Central Asia,High income,1.0,0.31088082901554404,16.860635047163544
MAR,2.995732273553991,0.6496949986702428,0.1278,Not significant,Not significant,False,0.6022241350383417,0.1278,False,4.129803461349126,-0.0006671667296181265,0.3214,Not significant,Not significant,False,0.015137634493293405,0.3214,False,475.66666666666663,-0.004695363890978068,0.238,Not significant,Not significant,False,0.0058902622755969995,0.238,False,13.059651919755566,0.174238205072862,0.0985,Not significant,Not significant,False,0.49399028567257647,0.0985,False,19.047619047619047,0.07222670658926716,0.1682,Not significant,Not significant,False,0.3706549653148889,0.1682,False,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,19.0,0.7668393782383419,13.059651919755566
MDA,0.6931471805599453,-0.24199674738449392,0.0627,Not significant,Not significant,False,0.5256503491076959,0.0627,False,0.7243510900759554,0.028937988731382168,0.4951,Not significant,Not significant,False,-0.13149282319524094,0.4951,False,74.0,0.006320342533909765,0.2659,Not significant,Not significant,False,-0.05824822323735442,0.2659,False,-38.57977946060847,-0.6019368044445556,0.076,Not significant,Not significant,False,0.3575309870186693,0.076,False,14.285714285714286,-0.05088278628129292,0.0353,Low-High,Not significant,False,0.6967413305368839,0.0353,False,Europe & Central Asia,Upper middle income,1.0,0.8652849740932642,-38.57977946060847
MDG,0.8472978603872036,0.03232865272737397,0.3956,Not significant,Not significant,False,-0.1488854171751378,0.3956,False,0.4904218527858058,0.006815026213961866,0.345,Not significant,Not significant,False,-0.06203146758582557,0.345,False,1.3333333333333333,0.028467803539268376,0.4604,Not significant,Not significant,False,-0.1485601547163023,0.4604,False,-42.0140826358443,0.6448039464302487,0.0713,Not significant,Not significant,False,-0.6563429419081434,0.0713,False,5.882352941176471,0.23449077984046432,0.1034,Not significant,Not significant,False,-0.48217787953701935,0.1034,False,Sub-Saharan Africa ,Low income,1.3333333333333333,0.9637305699481865,-42.0140826358443
MDV,0.0,-0.5728673001773558,0.072,Not significant,Not significant,False,0.43017737911737214,0.072,False,0.0,0.013615982551929702,0.3666,Not significant,Not significant,False,-0.08365130291097421,0.3666,False,0.0,-0.07145779551826656,0.0791,Not significant,Not significant,False,0.26791930332354885,0.0791,False,8.093529958814933,0.015927498109399918,0.4262,Not significant,Not significant,False,0.09614953082627882,0.4262,False,0.0,-0.3944621967218082,0.1269,Not significant,Not significant,False,0.31746526012383375,0.1269,False,South Asia,Upper middle income,0.0,0.10880829015544041,8.093529958814933
MEX,3.054001181677967,-0.8649146209016808,0.052,Not significant,Not significant,False,-0.31797536381727115,0.052,False,1.541032821557859,0.05134579856796317,0.0462,Low-Low,Not significant,False,-0.28375288476297217,0.0462,False,561.2,-0.05355402718230802,0.0163,High-Low,Not significant,False,-0.13903901785160952,0.0163,False,45.69151056197689,-0.8572757527204893,0.0394,High-Low,Not significant,False,-0.4446514508850515,0.0394,False,29.166666666666668,-0.39467197860081715,0.0568,Not significant,Not significant,False,-0.38922973222834617,0.0568,False,Latin America & Caribbean ,Upper middle income,20.2,0.45077720207253885,45.69151056197689
MKD,1.0986122886681098,-0.0018844484715112514,0.4353,Not significant,Not significant,False,0.022385660119480975,0.4353,False,10.795009251322929,0.42525821048134305,0.0623,Not significant,Not significant,False,0.5285428379441309,0.0623,False,7.0,0.036177178614981,0.1957,Not significant,Not significant,False,-0.18371454474805818,0.1957,False,24.78278198485453,0.380378319831243,0.069,Not significant,Not significant,False,0.5992692064249734,0.069,False,11.764705882352942,-0.032607760631515534,0.3142,Not significant,Not significant,False,0.12021902051139648,0.3142,False,Europe & Central Asia,Upper middle income,2.0,0.33678756476683935,24.78278198485453
MLI,1.0986122886681098,-0.0008795953136107391,0.4581,Not significant,Not significant,False,0.0063390133124730215,0.4581,False,0.25557145124791836,0.05821181556090586,0.3335,Not significant,Not significant,False,-0.20155863577004057,0.3335,False,216.0,0.004139117789781135,0.3768,Not significant,Not significant,False,-0.13772712842975207,0.3768,False,-27.548824232762044,0.36099392356542875,0.1119,Not significant,Not significant,False,-0.5274630433522384,0.1119,False,25.0,0.07271420390837677,0.3261,Not significant,Not significant,False,0.19862576174095042,0.3261,False,Sub-Saharan Africa ,Low income,2.0,0.8601036269430051,-27.548824232762044
MLT,0.0,-0.17339528413459251,0.3013,Not significant,Not significant,False,0.04190419043849941,0.3013,False,0.0,-0.240099726661531,0.0413,Low-High,Not significant,False,0.5359333821391762,0.0413,False,0.0,0.030490341268127046,0.4171,Not significant,Not significant,False,-0.1564982602751848,0.4171,False,2.394048093529957,0.042128898238008264,0.0285,High-High,Not significant,False,0.6704583832554486,0.0285,False,0.0,0.06858679601137183,0.4574,Not significant,Not significant,False,-0.18764779438477172,0.4574,False,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.0,0.16580310880829016,2.394048093529957
MMR,1.1526795099383853,-0.0074264706438926424,0.0928,Not significant,Not significant,False,0.4909760010236015,0.0928,False,0.16149030367744777,0.07063365112499172,0.2479,Not significant,Not significant,False,-0.23003487472079687,0.2479,False,43.166666666666664,0.0070238589434808915,0.2591,Not significant,Not significant,False,-0.05982276159511684,0.2591,False,-17.21801514547628,0.03502947645039268,0.4178,Not significant,Not significant,False,-0.1313277789316991,0.4178,False,20.0,0.024629334300585882,0.3594,Not significant,Not significant,False,0.12539077698534684,0.3594,False,East Asia & Pacific,Lower middle income,2.1666666666666665,0.7875647668393783,-17.21801514547628
MNE,0.08701137698962977,-0.20809132977472092,0.2569,Not significant,Not significant,False,0.1012993300787176,0.2569,False,21.149518636955822,0.6449520206315976,0.0982,Not significant,Not significant,False,0.5655593982065356,0.0982,False,2.1818181818181817,0.02264971515085374,0.422,Not significant,Not significant,False,-0.12443421912670798,0.422,False,29.135113591072148,0.5074438426776485,0.0501,Not significant,Not significant,False,0.6828883987702399,0.0501,False,14.285714285714286,-0.0025695863736480687,0.4144,Not significant,Not significant,False,0.026758282618741306,0.4144,False,Europe & Central Asia,Upper middle income,0.09090909090909091,0.09326424870466321,29.135113591072148
MNG,0.9808292530117262,-0.0860451557259528,0.0832,Not significant,Not significant,False,0.4972318624498372,0.0832,False,3.636039433865751,-0.014657935048487876,0.3132,Not significant,Not significant,False,-0.15248308371447372,0.3132,False,58.33333333333333,-0.15850539465950272,0.0516,Not significant,Not significant,False,0.840320794573649,0.0516,False,12.379434037465131,0.00047313748085214987,0.4966,Not significant,Not significant,False,0.04680567989044294,0.4966,False,40.0,0.350056400181454,0.2327,Not significant,Not significant,False,0.4199633430564532,0.2327,False,East Asia & Pacific,Upper middle income,1.6666666666666665,0.43005181347150256,12.379434037465131
MOZ,1.4469189829363254,-0.0049116192011618735,0.491,Not significant,Not significant,False,0.00984285414967013,0.491,False,0.6252037923900194,-0.0006824901194863179,0.3162,Not significant,Not significant,False,-0.03772858722225599,0.3162,False,15.5,0.023210985353064748,0.4577,Not significant,Not significant,False,-0.13079001618386948,0.4577,False,-30.74797396040921,0.5528619661552121,0.0467,Low-Low,Not significant,False,-0.6973750350925633,0.0467,False,6.25,0.180149757638987,0.1766,Not significant,Not significant,False,-0.3965678561434325,0.1766,False,Sub-Saharan Africa ,Low income,3.25,0.9792746113989638,-30.74797396040921
MRT,0.6931471805599453,-0.04003119083100835,0.3751,Not significant,Not significant,False,0.04389045070776934,0.3751,False,2.7701184004006696,0.0031331736420117666,0.4798,Not significant,Not significant,False,-0.11079949655617806,0.4798,False,3.0,0.018670465163096155,0.3578,Not significant,Not significant,False,-0.10788561950498542,0.3578,False,-18.89066028962403,0.27849098104070175,0.0856,Not significant,Not significant,False,-0.5450697239240371,0.0856,False,8.333333333333334,-0.020030128430234356,0.4064,Not significant,Not significant,False,-0.004952835555108795,0.4064,False,Sub-Saharan Africa ,Lower middle income,1.0,0.6683937823834197,-18.89066028962403
