quantity,baseline,lo,hi,n
gini,0.8482324134714596,0.7709605440735973,0.9043536796228826,13
logit_area,0.7231859498675935,0.6683532292342582,0.8384418294672,11
logit_rd,0.3228892402198962,-0.12590790384088055,2.3750734942367036,11
logit_need,0.8798499635311241,-9.404778372667137,1.081449426406447,11
moran,0.3641248216666806,0.1902113782667459,0.42928878532982395,13
