log_area,predicted_probability,ci_low,ci_high
1.8238934955945862,0.00034097237440691074,0.00012419824374601781,0.0009357473939524565
1.8961198031090665,0.00035897703789685554,0.00013168599993231025,0.0009781903364492071
1.9683461106235467,0.00037793205800357236,0.00013962483272837462,0.0010225585100344734
2.040572418138027,0.00039788755931065474,0.00014804188411281777,0.0010689392037869087
2.112798725652507,0.0004188963058960367,0.00015696592623339934,0.0011174236574561039
2.185025033166988,0.00044101383986654743,0.0001664274590179376,0.0011681072394205442
2.257251340681468,0.00046429862711383306,0.00017645881359895654,0.001221089632570469
2.3294776481959483,0.0004888122106626957,0.00018709426189501577,0.00127647502845924
2.4017039557104285,0.0005146193720013362,0.00019837013271149605,0.0013343723300806812
2.4739302632249087,0.0005417883008023559,0.00021032493474455757,0.0013948953636447345
2.546156570739389,0.0005703907734635653,0.00022299948689413583,0.0014581630997382614
2.618382878253869,0.0006005023409187798,0.0002364370563151807,0.0015242998842733577
2.6906091857683494,0.0006322025261909073,0.000250683504660927,0.0015934356796418552
2.7628354932828296,0.0006655750321826488,0.00026578744299801676,0.00166570631651044
2.83506180079731,0.0007007079602242861,0.00028180039590060014,0.0017412537567084718
2.90728810831179,0.0007376940399231315,0.0002987769752594767,0.0018202263676773496
2.9795144158262703,0.0007766308708854389,0.0003167750643726436,0.0019027792089687913
3.0517407233407505,0.000817621176908953,0.00033585601291573043,0.0019890743312974126
3.1239670308552308,0.0008607730732726861,0.00035608484342447664,0.002079281088671816
3.1961933383697114,0.0009062003477802358,0.00037753046995683175,0.0021735764641484818
3.2684196458841916,0.0009540227562437275,0.00040026592963964827,0.0022721454097717237
3.340645953398672,0.0010043663331276047,0.0004243686278441796,0.0023751812012836673
3.412872260913152,0.0010573637181047573,0.000449920597775711,0.002482885808209322
3.4850985684276323,0.0011131544993120389,0.00047700877530612535,0.002595470279941996
3.5573248759421126,0.0011718855741281256,0.0005057252899234989,0.002713155148476934
3.629551183456593,0.0012337115283337446,0.0005361677727206693,0.0028361708484617902
3.7017774909710734,0.0012987950345527111,0.000568439682394497,0.0029647581552558204
3.7740037984855537,0.0013673072709119716,0.0006026506502801569,0.003099168641710915
3.846230106000034,0.0014394283608997636,0.000638916845499439,0.0032396651544109147
3.918456413514514,0.0015153478354432244,0.0006773613613593564,0.003386522310128285
3.9906827210289944,0.0015952651182703076,0.0007181146241973692,0.0035400270132797886
4.062909028543475,0.0016793900356653782,0.0007613148259320151,0.00370047899518517
4.135135336057955,0.0017679433517737663,0.0008071083816428288,0.003868191375956676
4.207361643572435,0.0018611573306572305,0.000855650413571543,0.004043491249867865
4.279587951086915,0.0019592763263502426,0.0009071052630069479,0.004226720295074077
4.3518142586013955,0.002062557402215586,0.0009616470315894539,0.0044182354085766425
4.424040566115876,0.0021712709809471936,0.0010194601536470719,0.0046184093673457965
4.496266873630356,0.0022857015266182896,0.0010807400012537998,0.004827631516535623
4.568493181144836,0.0024061482602232187,0.0011456935237824904,0.005046308485744471
4.640719488659316,0.002532925910212168,0.0012145399238082692,0.005274864934292807
4.712945796173797,0.0026663654995686026,0.0012875113713051224,0.00551374432650625
4.785172103688277,0.0028068151710295757,0.001364853758166972,0.0057634097380064335
4.857398411202757,0.0029546410520990473,0.0014468274951751473,0.006024344694027049
4.929624718717237,0.003110228161552888,0.0015337083536268678,0.006297054040781972
5.0018510262317175,0.0032739813591820257,0.0016257883539337681,0.0065820648509211
5.074077333746198,0.003446326340565456,0.0017233767035943713,0.0068799273641158
5.146303641260678,0.003627710678708369,0.0018268007870405581,0.00719121596381904
5.218529948775158,0.0038186049144207186,0.001936407209954674,0.007516530191242063
5.290756256289638,0.004019503697348136,0.002052562900749425,0.007856495797585409
5.3629825638041195,0.00423092697959951,0.0021756562719968424,0.0082117658355553
5.4352088713186,0.00445342126394213,0.002306098444686419,0.008583021791175564
5.50743517883308,0.004687560908556363,0.0024443245382810594,0.008970974756890791
5.57966148634756,0.004933949490354985,0.002590795029625238,0.009376366646927498
5.65188779386204,0.005193221228877461,0.0027459971838400972,0.009799971455846544
5.724114101376521,0.005466042472764441,0.00291044656041278,0.010242596561180052
5.796340408891001,0.00575311325080201,0.0030846885977521294,0.010705084070996542
5.868566716405482,0.006055168889495966,0.0032693002795359046,0.011188312217180866
5.940793023919962,0.006372981699093169,0.003464891886216266,0.011693196795145964
6.0130193314344424,0.006707362729906747,0.003672108835074955,0.012220692650616856
6.085245638948923,0.007059163600722859,0.0038916336122269777,0.012771795214035337
6.157471946463403,0.007429278400967035,0.004124187799957119,0.013347542083032567
6.229698253977883,0.007818645668183938,0.004370534202734186,0.013949014653298572
6.301924561492363,0.008228250442233945,0.004631479075179155,0.014577339798046084
6.374150869006844,0.008659126397430168,0.004907874455159117,0.015233691596126189
6.446377176521324,0.009112358053625527,0.005200620605041071,0.01591929310867471
6.518603484035804,0.009589083067010175,0.005510668563949531,0.016635418204002262
6.590829791550284,0.010090494601087786,0.00583902281363658,0.017383393430230248
6.6630560990647645,0.01061784377796386,0.006186744060278371,0.018164599934955086
6.735282406579245,0.011172442209692915,0.006554952134151603,0.018980475430976366
6.807508714093725,0.011755664608990524,0.006944829008703974,0.019832516206870238
6.879735021608205,0.012368951478116015,0.00735762194002131,0.02072227918087743
6.951961329122685,0.013013811874163674,0.007794646727072822,0.021651383996278573
7.024187636637166,0.01369182624836249,0.00825729109240196,0.02262151515607465
7.096413944151646,0.014404649356266303,0.008747018182090255,0.023634424194424884
7.168640251666126,0.01515401323491334,0.009265370182854822,0.024691931881888295
7.240866559180606,0.01594173024213955,0.009813972053022861,0.025795930461092787
7.3130928666950865,0.016769696152233306,0.010394535362849958,0.026948385908987862
7.385319174209567,0.01763989330101708,0.011008862238191823,0.02815134022134875
7.457545481724047,0.018554393772221525,0.011658849399885375,0.029406913714670708
7.529771789238527,0.019515362615674135,0.012346492289321685,0.030717307340038944
7.601998096753007,0.020525061086349623,0.013073889268588462,0.03208480500296198
7.674224404267488,0.021585849891711566,0.013843245881188751,0.033511775882535164
7.746450711781968,0.022700192433011083,0.014656879156701436,0.03500067674263161
7.818677019296448,0.0238706580242845,0.015517221939784118,0.03655405422714901
7.890903326810928,0.0250999250707077,0.016426827220663735,0.038174547130565874
7.9631296343254085,0.0263907841857063,0.017388372440612178,0.0398648886343433
8.035355941839889,0.027746141223786963,0.01840466374191752,0.041627908498882
8.107582249354369,0.029169020203440775,0.0194786401274745,0.04346653519990724
8.17980855686885,0.03066256609166733,0.020613377490311724,0.045383797997286444
8.25203486438333,0.0322300474186839,0.02181209246815092,0.04738282892336875
8.32426117189781,0.033874858688211607,0.023078146072432637,0.049466864676968356
8.39648747941229,0.03560052254537766,0.024415047035145077,0.05163924840809104
8.46871378692677,0.03741069166074829,0.025826454810239884,0.053903431377463285
8.54094009444125,0.0393091502853146,0.027316182159463187,0.0562629744737499
8.61316640195573,0.04129981542742054,0.028888197245063193,0.058721549570130434
8.68539270947021,0.04338673759865558,0.03054662514410627,0.06128294070056651
8.757619016984691,0.04557410107167589,0.03229574869110427,0.0639510450346381
8.829845324499173,0.04786622358878866,0.034140008547427735,0.06672987362814872
8.902071632013653,0.05026755545598141,0.036084002387609504,0.0696235519248738
8.974297939528133,0.052782677952958365,0.03813248308434383,0.07263631998266193
9.046524247042614,0.055416300985699156,0.040290355765869625,0.07577253239460964
9.118750554557094,0.058173259904180354,0.04256267361176163,0.07903665787310053
9.190976862071574,0.06105851140424688,0.04495463224621819,0.0824332784609342
9.263203169586054,0.06407712842931082,0.0474715625819776,0.08596708832964621
9.335429477100535,0.06723429398466842,0.050118921963560416,0.0896428921199303
9.407655784615015,0.07053529377490561,0.05290228345591832,0.09346560277298414
9.479882092129495,0.07398550757321812,0.055827323124442677,0.097440238794079
9.552108399643975,0.07759039923066334,0.05889980515514253,0.10157192088067672
9.624334707158456,0.08135550523354454,0.062125564670515436,0.1058658678363774
9.696561014672936,0.08528642171846096,0.0655104881076289,0.11032739167908606
9.768787322187416,0.08938878985724212,0.06906049104152963,0.11496189183591729
9.841013629701896,0.09366827952818887,0.07278149335961424,0.11977484829903945
9.913239937216376,0.09813057119597583,0.07667939172234098,0.12477181359489445
9.985466244730857,0.10278133593043182,0.08076002928325357,0.12995840339416032
10.057692552245337,0.10762621350438216,0.08502916268757042,0.13534028556112054
10.129918859759817,0.11267078852303433,0.08949242642411102,0.14092316740896696
10.202145167274297,0.11792056455215177,0.09415529467038312,0.14671278089223042
10.274371474788778,0.12338093622969012,0.09902304084532279,0.1527148654295538
10.346597782303258,0.12905715936575762,0.10410069516760458,0.15893514801085207
10.418824089817738,0.13495431905882074,0.10939300060841556,0.16537932020422694
10.491050397332218,0.14107729588205295,0.11490436772426546,0.1720530116419027
10.563276704846698,0.1474307302225833,0.12063882895390357,0.1789617595353096
10.635503012361179,0.15401898488809787,0.1265999930603854,0.18611097375031438
10.707729319875659,0.16084610612958294,0.13279100048846837,0.19350589697090276
10.77995562739014,0.16791578326574874,0.1392144804830183,0.20115155949843982
10.85218193490462,0.17523130713348728,0.14587251086818426,0.2090527282811711
10.9244082424191,0.182795527629112,0.1527665814119272,0.21721384985147324
10.99663454993358,0.19061081064657634,0.1598975616888973,0.2256389869721164
11.06886085744806,0.19867899476063666,0.16726567429914108,0.2343317489632025
11.14108716496254,0.20700134804423465,0.17487047419704996,0.2432952158994844
11.21331347247702,0.21557852544931425,0.1827108347316284,0.2525318571337367
11.2855397799915,0.2244105272177946,0.19078494079948075,0.2620434449081092
11.357766087505981,0.2334966588234473,0.19909028927131356,0.27183096415365776
11.429992395020461,0.2428354929747215,0.20762369658552246,0.2818945199296422
11.502218702534941,0.25242483423197487,0.21638131312389372,0.292233244299995
11.574445010049422,0.2622616868088174,0.22535864371593733,0.30284520475876353
11.646671317563902,0.2723422261351833,0.2345505733809963,0.31372731657445674
11.718897625078382,0.28266177475820037,0.2439513972328453,0.324875261599338
11.791123932592862,0.29321478314487914,0.2535548533558177,0.3362834161649482
11.863350240107343,0.30399481592730254,0.2633541574271903,0.3479447906440162
11.935576547621823,0.3149945440957125,0.2733420379091145,0.35985098309843727
12.007802855136303,0.326205743597322,0.28351077076130193,0.37199214915562334
12.080029162650783,0.33761930073878244,0.2938522128177521,0.3843569898772734
12.152255470165263,0.349225224718324,0.30435783320878784,0.39693275892532814
12.224481777679744,0.36101266753030886,0.3150187424706307,0.40970528981565485
12.296708085194224,0.37296995139139455,0.32582571924335435,0.4226590435111255
12.368934392708704,0.38508460373511255,0.3367692346952273,0.43577717606687233
12.441160700223184,0.39734339971226934,0.34783947500821255,0.44904162552815363
12.513387007737665,0.40973241202032035,0.35902636240559677,0.46243321681364463
12.585613315252145,0.4222370677682065,0.3703195752935386,0.47593178290789734
12.657839622766627,0.43484221196673695,0.3817085681234214,0.4895163003459687
12.730065930281107,0.4475321771212747,0.39318259156857577,0.503165036702725
12.802292237795587,0.4602908582961008,0.40473071355326434,0.5168557076022285
12.874518545310067,0.47310179292118254,0.4163418415863946,0.5305656406342172
